,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
137,jakestar17,@TramFan04 @Breaking911 Not anymore. The politicians that pushed closing the country and making this a huge emergency don’t care anymore. This is all they care about now. Turn on your local news. Zero talk of COVID now 😂,3,AZ➡️NE,United States,30-May-2020,473,False,positive
138,hardwaremaiden,"last two days were emotionally stressful; my sister’s roommate was very sick, showing COVID symptoms. today we found out it’s pneumonia.",0,California,United States,30-May-2020,4,False,negative
139,DrBoppin,Y’all protesting in Newark tomorrow better bring your Covid face masks Bc you getting pepper sprayed,0,Lodi,United States,30-May-2020,392,False,positive
140,PierreStepz,I bet this covid shit is over now,0,"Los Angeles, CA",United States,30-May-2020,3612,False,negative
141,malloriekaye_,If y’all really think covid will be home next year you big trippin ok,0,,United States,30-May-2020,293,False,positive
142,itsrosybgarcia,After all these protests I wanna see all the covid-19 numbers.,0,"California, USA",United States,30-May-2020,1084,False,negative
143,Dominiq84085818,"@timcraigpost 🚩⚠️THIS LIKE COVID-19 💯FUKING PREVENTABLE CONGRESS HAS THE POWER TO ORDER A 5150 INVOLUNTARY PSYCHE EVAL. ON #45.⚠️🚩THEY NEED TO DO IT ASAP BECUZ HIS SOCIOPATHIC KNEE JERK, N SADISM 🚩HE WILL 💯 CAUSE MORE DEATHS! COME ON DEMS... U HAVE THE FUKN POWER!? DO IT! GOD DAMN IT! NOW https://t.co/B5rZ7qsZM2",0,"Texas, USA",United States,30-May-2020,1723,False,negative
144,CassandraDuBoi1,Everything happening right now Because of this vile disgraceful  @SpeakerPelosi I wouldn’t be surprised she encourages &amp;funded these riotersAll the corrupt @TheDemocrats They can’t kill us with COVID so they created this chaos &amp;go after our @POTUS  #DemocratsAreDestroyingAmerica https://t.co/AffPGpaecv,0,"California, USA",United States,30-May-2020,715,False,positive
145,srevolution,Thus is how I know the United States is way over COVID. They wouldn’t be entertaining any of this otherwise.,0,,United States,30-May-2020,1137,False,positive
146,_desfulton,"@valerielopez507 yes, I’ve never had an issue with their material/shipping times. Only rn bc of Covid and still the shipping rn isn’t bad",0,"Fayetteville, NC",United States,30-May-2020,2302,False,negative
147,big_biko,Covid 19 along with police killing black men is all part of a bigger plot 🤔,0,Phoenix  Arizona,United States,30-May-2020,783,False,negative
148,off_shizzy,It’s really mind boggling that we not only have to deal with this covid-19 pandemic but as well deal with the fact that racism and racial inequality will never come to an end in this so called “equal opportunity country” that we live in,2,planet earth,United States,30-May-2020,957,False,positive
149,natomasbuzz,"“There are no longer any patients at Sleep Train Arena,” reports a California Office of Emergency Services spokesperson. 

The state will continue to lease the old arena in Natomas for Covid-19 response through October at no cost. https://t.co/KxYwfqnBng",0,"Sacramento, CA",United States,30-May-2020,4077,False,negative
150,nadleyy,"What if this was all intentional, basically a whole bunch of black people in large crowds with the intention of us getting COVID. Basically, this was all a plan of killing off a large number of black people.",0,"Florida, USA",United States,30-May-2020,775,False,negative
151,maddysonleigh,"COVID-19 engagement 💍✨ thank you to my coworkers, &amp; as always Go Giants⚾️ @SFGiants https://t.co/EU80HmpQ4t",0,"Philadelphia, PA",United States,30-May-2020,74,False,positive
152,M4mattcaulfield,"@kelbelle10 @Davecl3069 You did the right thing, and are still doing the right thing. we have learned that some level of going out and interacting with a mask on is reasonably safe... If the incidence of covid 19 is low in your area.  Covid 19 will be with us for at least a year.",1,"California, USA",United States,30-May-2020,83,False,positive
153,GuyBerger15,@MiaFarrow @Lanieygr He just can’t wait to kill more people. Covid is taking forever.,0,,United States,30-May-2020,872,False,negative
154,AimeLimones,Side note- I forgot all about covid until I started hearing people in the ER coughing like SHITTT I’m sleeping with a mask on,0,"Dallas, TX",United States,30-May-2020,754,False,positive
155,say_liya1,"January- Lost Kobe💜💛
February- Lost Pop Smoke🖤
March- Covid-19 Cases popped up🦠
April- Country Shutdown🚷
May- Riots💣🏚
June- ?
What’s next? 2020 just is not getting better💯",0,,United States,30-May-2020,194,False,negative
156,gregofla,Unmasked Protests + COVID-19 = Second Wave,0,"iPhone: 34.139975,-118.214458",United States,30-May-2020,565,False,negative
157,ItzEggz_,"You can’t ever shut me down! I’ve been on my hustle since I was younger, Covid won’t stop me from paying my bills! Wth that being said, hit me up if you need a wash or a detail. https://t.co/KIllobu0us",0,Southern California,United States,30-May-2020,248,False,negative
158,NEVBB,This lists where the person went and what time- hoping to contain this! Positive COVID-19 patient was at crowded Lake of the Ozarks bars over Memorial Day weekend https://t.co/1OfU7oa7rY via @KMOV,1,"San Francisco, CA",United States,30-May-2020,351,False,positive
159,Tantalizing_Lou,I’m All For Protesting But Did Call Forget About Covid-19,0,,United States,30-May-2020,233,False,negative
160,KaKaKaKaaatie,@QTheWakeUp Interesting the maker of the covid tests Abbott Laboratories is on that list....🧐🤔,0,Sunny☀️SoCal 🇺🇸,United States,30-May-2020,3567,False,positive
161,KathySm33865925,"@IRLILaw @BreitbartNews @BobPriceBBTX Immediate deportation here, especially w/ high #’s of COVID cases along Mexico border area.",0,,United States,30-May-2020,147,False,neutral
162,dbeckner,"Anybody else in Orange County feel like we’re pretending we’re in danger from COVID-19 so we don’t upset people? Kinda thinking we’re safe and can drop the act.

Send your negative comments to pleasehackmycomputer@computervirus.com",0,"iPhone: 33.804596,-117.920703",United States,30-May-2020,1133,False,positive
163,dandlionalchemy,yaaaalllllllllll - COVID!!!!,0,laniakea ,United States,30-May-2020,700,False,neutral
164,kvngjw_,Suddenly covid isn’t a thing anymore,12,Duval ⚔️ Tally ,United States,30-May-2020,5075,False,neutral
165,kirenbansal,"Rebecca came alone to protest to say  enough is enough. she couldn’t sit at home and do nothing. She has twin teens who she fears for on a daily basis, their safety and future. She’s the 1st person I’ve hugged in 3 mos of COVID-19 social isolation. #BlackLivesMatters #downtownLA",0,"Los Angeles, CA",United States,30-May-2020,562,False,negative
166,Olivertitan1105,"Between Covid, Brunswick and Minneapolis,  2020 really has shown me where I stand politically with this country.",0,"Brooklyn, NY",United States,30-May-2020,192,False,neutral
167,_NancyMD,"@TCRG2012 @karenerrichetti @dchstx @Ismallergies @JoyHenningsenMD @MonicaMalta7 @alvie_barr Thank you for the tag!!
1) Nancy, orthopaedic surgeon, mom, wife, writer, speaker,  podcaster, pasta lover
2) since covid, I’ve examined what’s really important, and am trying simplify various facets of my life to reflect that
3) @karensuttonmd @KarenTangMD @drspoon8 @Davembmd",0,"Portland, OR",United States,30-May-2020,7416,False,positive
168,bigSUBWAYY,All the Covid restrictions gon be lifted and it still ain’t gon be nowhere to go cuz all the businesses repair damages. We bout to be bored for 10 years.,1,Angel Grove,United States,30-May-2020,436,False,negative
169,daviddoncic,Dallas is better than this y’all. There’s no need to destroy people’s small businesses? You don’t think they already suffered enough during the COVID lockdown? Like honestly think about it smh....,2,"Eternal Atake, Tx",United States,30-May-2020,549,False,positive
170,ChaoticFayth,i love how all my bills are giving special arrangements because of covid. except chase. who's threatening to send me to collections after missing ONE month. ONE.,0,"Spfld, MO",United States,30-May-2020,252,False,positive
171,YesikaStarr,@runolgarun this seems to be a COVID fund?,0,Los Angeles,United States,30-May-2020,25504,True,neutral
172,Genesis_9_,"Please wake up people and find out the real #truth about #Covid. Watch all the way through it'll be the best decision you'll ever make. #Amen #JesusLovesYou 

https://t.co/YT7proIL9T",0,"Phoenix, AZ",United States,30-May-2020,16,False,positive
173,KSadyLady,"@BarbMcQuade Don't get too chocky... they're seeing us up when they let Trump hide his financials they can say, ""but hey, we gave you COVID restrictions!""",0,"Houston, TX",United States,30-May-2020,369,False,negative
174,Deborah00418507,"@clairecmc Maybe I missed it but as far as I 
know Trump didn't acknowledge 
The  death's of over 100k from 
COVID-19. 
So why would he acknowledge
the pain,anger, &amp; frustration felt
Over the murder of one man
George Floyd. 
You can't get water from an empty 
Well.
#RIPGeorgeFloyd
#Biden https://t.co/nwUYNDOy3k",0,,United States,30-May-2020,103,False,negative
175,qleap09,Covid 19 be damned. Time to head out of town when it's this hot at 10:30 pm. #azwx https://t.co/PwjdTv6ETx,0,"tempe, az",United States,30-May-2020,43,False,negative
176,Vic_Stone1,"Scientists are developing drugs to stop coronavirus. Here's what's promising and what isn't, from plasma or antibody infusions to hydroxychloroquine and more. https://t.co/ef63wtiB2V via @HuffPostLife",0,"Los Angeles/Palm Springs, Ca",United States,30-May-2020,13278,False,positive
177,rychemom,"Read this and check out the amounts idiots are paying to attend.
Trump to resume fundraisers next month with COVID-19 checks
https://t.co/VyMPRCX3xS",0,"Washington, USA",United States,30-May-2020,9348,False,neutral
178,mirco_danilo,@Konfidence_tume @william_epingo Covid highlands,0,"Dallas, TX",United States,30-May-2020,264,False,neutral
179,MatthewmarcelM,@anthonycwalker 100% I was staring the process when this while covid thing happened !,0,,United States,30-May-2020,1193,False,neutral
180,TraceyBrownLIVE,@tamarakeithNPR Inside with the covid ?,0,"Los Angeles, CA",United States,30-May-2020,3122,False,neutral
181,sackchasej,id b rioting if i wasn’t hi risk 4 covid 😒,0,ATM,United States,30-May-2020,402,False,negative
182,Salvadorescalan,@JoeBiden @HillaryClinton I'm immune to Covid-19,0,,United States,30-May-2020,0,False,positive
183,_waverlyashlynn,I don’t know how anyone is sleeping right now. I can feel the energy of this shit...especially with COVID ppl have so much pent up energy.,0,in between here and there  ,United States,30-May-2020,725,False,positive
184,davidboyll,"thanks @carolineboyll for taming my covid combover. #haircut #homesalon #scissorskills #beautyschoolguineapig thelanesf @ San Francisco, California https://t.co/a4ByRsiOKX",0,"San Francisco, USA",United States,30-May-2020,403,False,positive
185,KarlaaBoo_,So is everyone gonna forget about COVID during these riots ?,1,,United States,30-May-2020,445,False,negative
186,ThomasL36975935,Another extremely useful COVID-19 thread by @UCSF’s @Bob_Wachter. https://t.co/ta7cUwDjZ2,0,,United States,30-May-2020,130,False,positive
187,MannyA_Gil,"@ShamsCharania to be fair, the hornets knew their season was over before covid-19",0,,United States,30-May-2020,573,False,positive
188,AllEliteTiffany,Life comes at you fast. Once again today I was faced with a decision regarding my job. I left my full time job of 13 years on March 9th with a plan that went completely haywire due to COVID. I hope this is all leading to something wonderful because right now I’m just stressed.,3,"Overland Park, KS",United States,30-May-2020,8112,False,positive
189,CoreyontheWeb,Sorry for covid you’re welcome for shamrock shakes,0,"Struthers, OH",United States,30-May-2020,218,False,positive
190,AyeItsAyolexii,2020 is crazy first we lost KOBE THEN COVID 19 happened now it’s riots and shit why the hell the cops keep killing black people why tf is we the target for ?,0,"Buffalo, NY",United States,30-May-2020,2099,False,negative
